"category","name","brand","sku","price","currency","vatRate","colours","swatch","accent","fabric","details","fit","roleTags","leadTime","minOrder","sizeRange","imageHint","imageUrl","supplierName","productUrl","active"
"dresses","Men’s Short Sleeve Elegance Dress Shirt with Shoulder Tabs","Marina Yacht Wear","MYW-MSSDS-WHITE-S","55","EUR","0","White|Black","#ffffff","#0b1f3a","Made from a responsible blend of 65% recycled polyester and 35% organic cotton","Sustainable Style for Modern Yacht Crews Bring elevated comfort and eco-conscious professionalism to your yacht crew uniforms with the Men’s Short Sleeve Elegance Dress Shirt with Shoulder Tabs . Designed to meet the needs of active maritime professionals, this dress shirt merges modern aesthetics, functionality, and sustainable values—perfect for warmer climates and dynamic onboard roles. Key Features Refined Fit with Signature Epaulets Short Sleeve Design: Ideal for warm-weather operations, of","man","","","1","S–TBD","dress","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/Men_s_Yacht_Crew_Dress_Shirts_-_Marina_Yacht_Wear.png?v=1767605392","Marina Yacht Wear","https://www.marinayachtwear.com/products/men-s-short-sleeve-elegance-dress-shirt-with-shoulder-tabs","true"
"tops","Men's Elegance Bermuda","Marina Yacht Wear","MYW-MEB-BLACK-38","65","EUR","0","Noir|Dark Grey|Navy","#ffffff","#0b1f3a","Made from a resilient and breathable blend of 60% cotton, 35% polyester, and 5% spandex , ensuring all-day comfort and stretch where it counts","Men's Elegance Bermuda – Lightweight Performance for Professional Yacht Crews Stay sharp, mobile, and cool on duty with the Men's Elegance Bermuda, meticulously designed for yacht professionals working in warm and dynamic maritime environments. These technical shorts offer the perfect balance of style, functionality, and durability , making them an essential part of any summer uniform. Key Features Technical Fabric for Comfort and Mobility Material: Made from a resilient and breathable blend of ","man","","","1","38–TBD","polo","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/Mens_elegance_grey_bermuda.png?v=1760971460","Marina Yacht Wear","https://www.marinayachtwear.com/products/men-s-elegance-bermuda","true"
"bottoms","Men's Elegance Pant","Marina Yacht Wear","MYW-MEP-BLACK-38","79","EUR","0","Noir|Navy|Dark Grey","#ffffff","#0b1f3a","Crafted from a premium blend of 60% cotton, 35% polyester, and 5% spandex , ensuring maximum comfort, breathability, and freedom of movement","Men’s Elegance Pant – Elegance, Style and Comfort for Professional Yacht Crews Elevate your crew’s appearance with the Men’s Elegance Pant , engineered for durability, flexibility, and refined style. Purpose-built for life at sea, these trousers are the ideal choice for demanding maritime environments where elegance meets professionalism. Key Features Premium Fabric for Comfort and Endurance Material: Crafted from a premium blend of 60% cotton, 35% polyester, and 5% spandex , ensuring maximum co","man","","","1","38–TBD","shorts","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/Men_s_Elegance_Pant_Marine.png?v=1770992774","Marina Yacht Wear","https://www.marinayachtwear.com/products/mens-elegance-pant","true"
"shirts","Ladies Technical Long Sleeve T-Shirt","Just Cool","JC012","15","EUR","0","White|Black|Dark Grey","#ffffff","#0b1f3a","100% lightweight polyester (140 g/m²) Fabric: Textured Neoteric™, moisture-wicking performance Fit: Ladies tailored cut with long sleeves Finish: Seamless collar & cuffs, printed inner label Ethics: W","Performance & Elegance for Yacht Stewardesses The Ladies Technical Long Sleeve T-Shirt offers the perfect blend of functionality, feminine fit, and refined style, crafted specifically for women working in professional yacht environments. Designed for long days on board, it ensures optimal comfort, coverage, and durability, without compromising elegance. Tailored for Demanding Maritime Duties Crafted from 100% lightweight polyester (140 g/m²), this technical long sleeve T-shirt is engineered for ","woman","","","1","XS–XL","shirt","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/ladies-technical-long-sleeve-t-shirt-2432520.png?v=1756982416","Marina Yacht Wear","https://www.marinayachtwear.com/products/ladies-long-sleeve-technical-t-shirt","true"
"tops","Ladies Long Sleeve Rash Guard","ONNA","NN370_92699_92690","39","EUR","0","White|Black","#ffffff","#0b1f3a","100% nylon with 50% recycled nylon for an eco-friendly touch","Ladies Long Sleeve Rash Guard : Technical Performance Top for Ladies Designed to deliver comfort, durability, and high performance, this Ladies Long Sleeve Rash Guard is made from 100% nylon with 50% recycled nylon for an eco-friendly touch. The innovative fabric is breathable and 4-way stretch, providing optimal freedom of movement and all-day comfort. This technical material is also wrinkle-resistant, durable, and easy to care for — perfect for sports, outdoor activities, or water sports. The ","woman","","","1","XS–3XL","polo","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/Ladies_Long_Sleeve_Rash_Guard.png?v=1761570709","Marina Yacht Wear","https://www.marinayachtwear.com/products/ladies-long-sleeve-rash-guard","true"
"tops","Ladies Organic Hoodie Premium","Tee Jays","TJ5431","55","EUR","0","Noir|Marine|Dark Grey|Light Grey","#ffffff","#0b1f3a","","Luxury, Comfort & Custom Branding for Yacht Crews Designed to meet the high standards of yacht professionals , our Ladies Organic Hoodie Premium offers the perfect blend of style, comfort, and functionality . Crafted from 70% ringspun cotton and 30% polyester , including premium Egyptian cotton , this hoodie provides an ultra-soft touch , a brushed interior , and a luxurious feel , ideal for long days on board or relaxing ashore. High-Performance Fabric for Yacht Crew Life 310 g/m² heavyweight f","woman","","","1","S–2XL","polo","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/ladies-organic-hoodie-premium-135191.png?v=1742057514","Marina Yacht Wear","https://www.marinayachtwear.com/products/ladies-organic-hoodie-premium","true"
"tops","Men's Organic Hoodie Premium","Tee Jays","TJ5430","55","EUR","0","Navy|Black|Dark Grey|Light Grey","#ffffff","#0b1f3a","70% ringspun cotton and 30% polyester, including premium Egyptian cotton, this hoodie provides a soft-touch surface, a brushed interior, and a luxurious feel, perfect for long days at sea or relaxing ","Luxury, Comfort & Custom Branding for Yacht Crews Designed for the demanding lifestyle of yacht professionals, our Men’s Organic Hoodie Premium offers an exceptional blend of comfort, durability, and elegance. Made from 70% ringspun cotton and 30% polyester, including premium Egyptian cotton, this hoodie provides a soft-touch surface, a brushed interior, and a luxurious feel, perfect for long days at sea or relaxing on shore. High-Performance Fabric for Yacht Crew Life 310 g/m² heavyweight fabri","man","","","1","S–3XL","polo","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/mens-organic-hoodie-premium-837402.png?v=1742057511","Marina Yacht Wear","https://www.marinayachtwear.com/products/mens-organic-hoodie-premium","true"
"accessories","Premium Flexfit Delta Cap","flexfit","FL180_65443_65439","25.9","EUR","0","Navy|White|Dark Grey|Light Grey|Black","#ffffff","#0b1f3a","Made with a lightweight and durable blend of polyester and elastane, offering exceptional comfort and flexibility for active wear","Performance and Style for Yacht Crews Upgrade your yacht crew’s uniform with the Premium Flexfit Delta Cap , a premium blend of innovation, comfort, and functionality. Crafted with 92% polyester and 8% elastane, this cap is designed to meet the high demands of maritime life while maintaining a sleek and professional appearance. Premium Flexfit Delta Cap Key Features: Advanced Fabric Composition: Made with a lightweight and durable blend of polyester and elastane, offering exceptional comfort and","woman|man","","","1","","cap","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/flexfit-delta-cap-761211.jpg?v=1732609783","Marina Yacht Wear","https://www.marinayachtwear.com/products/premium-flexfit-delta-cap","true"
"tops","Cargo Bob Hat","Beechfield","BF088","15.9","EUR","0","Black|Navy|Beige|Grey","#ffffff","#0b1f3a","65% polyester, 35% cotton Sun Protection: UPF 50+ Features: Sweatband, inner lining, adjustable cord Elevate your crew’s uniform with the Cargo Bob Hat—where style meets functionality","Cargo Bob Hat – UV Protection and Comfort for Maritime Adventures The Cargo Bob Hat is a practical and stylish accessory, specifically designed to meet the demands of yacht crews and maritime professionals. Combining durability, comfort, and essential sun protection, this hat is a must-have for long days on deck. Key Features: High-Quality Fabric: Crafted from a robust blend of 65% polyester and 35% cotton , the Cargo Bob Hat ensures long-lasting durability while remaining lightweight and breath","woman|man","","","1","","polo","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/cargo-bob-hat-301317.jpg?v=1732609783","Marina Yacht Wear","https://www.marinayachtwear.com/products/cargo-bob-hat","true"
"tops","Outback Hat UPF 50+","Beechfield","BF789","19.9","EUR","0","Beige|Navy","#ffffff","#0b1f3a","Crafted from 100% heavy-washed cotton , providing durability and a soft texture ideal for long days at sea","Yacht Crew Outback Hat – UPF 50+ Protection Upgrade your yacht crew’s uniform with our Outback Hat UPF 50+ , designed to offer style, functionality, and superior sun protection. Made from 100% heavy-washed cotton, this hat is the perfect blend of rugged elegance and practical performance, tailored for maritime professionals. Key Features: Premium Material: Crafted from 100% heavy-washed cotton , providing durability and a soft texture ideal for long days at sea. Size: One size fits all, with an ","woman|man","","","1","","polo","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/outback-hat-upf-50-312005.jpg?v=1732609920","Marina Yacht Wear","https://www.marinayachtwear.com/products/outback-hat-upf-50","true"
"accessories","Panel Polyester Cap","Kariban","KP163_63028_63026","12.9","EUR","0","Navy|White|Black","#ffffff","#0b1f3a","Made from 100% polyester, this cap is resistant to moisture, ensuring comfort and durability even in humid maritime conditions","Elevate your yacht crew’s uniform with our 6-Panel Cap , designed to combine athletic aesthetics with practical functionality. Crafted from 100% durable polyester , this cap is lightweight, breathable, and perfect for long hours under the sun.g Key Features: Premium Material: Made from 100% polyester, this cap is resistant to moisture, ensuring comfort and durability even in humid maritime conditions. 6-Panel Design: The structured 6-panel construction offers a modern, athletic look while mainta","woman|man","","","1","","cap","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/6-panel-polyester-cap-sleek-and-sporty-for-yacht-crew-professionals-689578.jpg?v=1732609783","Marina Yacht Wear","https://www.marinayachtwear.com/products/6-panel-polyester-cap-sleek-and-sporty-for-yacht-crew-professionals","true"
"accessories","Satin Scarf","Kariban","K861_46769_46768","18","EUR","0","Black|Grey|Navy|Silver","#ffffff","#0b1f3a","Made from 100% satin polyester , this scarf offers a luxurious, silky texture that feels soft against the skin and exudes elegance","Satin Scarf – The Perfect Accessory for Yacht Crew Elegance Enhance your yacht crew's uniform or elevate your own maritime style with our Satin Scarf , a versatile accessory that combines sophistication and functionality. Crafted with premium satin polyester, this scarf is ideal for adding a touch of elegance to any outfit. Key Features: Premium Material: Made from 100% satin polyester , this scarf offers a luxurious, silky texture that feels soft against the skin and exudes elegance. Lightweigh","woman|man","","","1","","cap","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/satin-scarf-8009806.png?v=1764040488","Marina Yacht Wear","https://www.marinayachtwear.com/products/satin-scarf","true"
"accessories","Cotton Cap 5-Panel Flexfit","flexfit","FL7707_87857_87852","19","EUR","0","White|Navy|Black|Grey|Beige","#ffffff","#0b1f3a","Made from 100% cotton , this cap offers breathability and softness, ensuring comfort throughout long hours on deck","Cotton Cap 5-Panel Flexfit Add a touch of style and functionality to your yacht crew's uniform with the Cotton Cap 5-Panel Flexfit . Designed for comfort, durability, and a sleek appearance, this cap is the perfect accessory for maritime professionals. Key Features: Premium Material: Made from 100% cotton , this cap offers breathability and softness, ensuring comfort throughout long hours on deck. 5-Panel Design: The structured 5-panel construction provides a clean and professional look, ideal f","woman|man","","","1","","cap","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/cotton-cap-5-panel-flexfit-917609.jpg?v=1732609782","Marina Yacht Wear","https://www.marinayachtwear.com/products/cotton-cap-5-panel-flexfit","true"
"accessories","Cotton Cap 5-Panel Kariban","Kariban","KP195_80633_80632","9.9","EUR","0","Beige|Black|Navy|White|Grey","#ffffff","#0b1f3a","Made from premium 100% heavy brushed cotton , ensuring long-lasting wear and a soft feel","Cotton Cap 5-Panel Kariban Enhance your yacht crew’s uniform with our Cotton Cap 5-Panel kariban , crafted for comfort and durability. Made from 100% heavy brushed cotton , this cap is designed to withstand the demands of maritime environments while maintaining a polished and professional appearance. Key Features: Material: Made from premium 100% heavy brushed cotton , ensuring long-lasting wear and a soft feel. Adjustable Fit: Features a convenient hook-and-loop closure , allowing for a secure ","woman|man","","","1","","cap","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/cotton-cap-5-panel-kariban-454318.jpg?v=1732609785","Marina Yacht Wear","https://www.marinayachtwear.com/products/cotton-cap-5-panel-kariban","true"
"tops","Non-Slip Yacht Crew Sneakers","isacco","non-slip-unisex-sneakers","79.9","EUR","0","White|Black|Navy","#ffffff","#0b1f3a","High-quality synthetic leather, water-resistant and easy to clean","Non-Slip Yacht Crew Sneakers Step into comfort, safety, and style with the Non-Slip Yacht Crew Sneakers by Isacco , crafted specifically for yacht professionals and crew members. These sneakers seamlessly combine maritime elegance with practical performance, ensuring your crew is ready for every challenge on deck. Technical Specifications Material: High-quality synthetic leather, water-resistant and easy to clean. Closure: Adjustable laces for a tailored, secure fit. Sole: Non-slip for excellent","woman|man","","","1","36–46","polo","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/Non-slip_Unisex_Sneakers_Black.jpg?v=1780308413","Marina Yacht Wear","https://www.marinayachtwear.com/products/non-slip-unisex-sneakers","true"
"shoes","Crocs Shoes","crocs","CR10075_56915_56906","59","EUR","0","Black|White","#ffffff","#0b1f3a","","Crocs Bistro Shoes – The Ultimate Maritime Footwear for Yacht Professionals Step into unparalleled comfort and safety with Crocs Bistro Shoes , meticulously crafted for the demanding needs of yacht professionals. These clogs combine functionality, durability, and style , ensuring your crew is equipped for the dynamic life at sea. Key Features: 1. Navigational Confidence Non-Slip Design: The Crocs Lock™ sole delivers a superior grip, providing stability on wet and slippery surfaces, essential for","woman|man","","","1","36/37–46/47","shoes","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/crocs.avif?v=1754893283","Marina Yacht Wear","https://www.marinayachtwear.com/products/crocs-shoes","true"
"chef-wear","Apron with Pocket","Kariban","K8007_68249_68224","19","EUR","0","White|Black|Navy|Dark Grey","#ffffff","#0b1f3a","100% GOTS-certified (Global Organic Textile Standard) organic cotton, ensuring environmentally friendly and ethically produced materials","Unisex Organic Cotton Apron with Pocket – Durable, Eco-Friendly, and Functional Upgrade your yacht crew’s galley attire with the Unisex Organic Cotton Apron , designed for practicality and sustainability. Crafted from 100% organic cotton , this apron combines durability, eco-conscious materials, and functional design to meet the demands of a busy maritime environment. Key Features: Certified Organic Cotton: Made from 100% GOTS-certified (Global Organic Textile Standard) organic cotton, ensuring ","woman|man","","","1","","chef-jacket","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/apron-with-pocket-1106490.png?v=1754462438","Marina Yacht Wear","https://www.marinayachtwear.com/products/apron-with-pocket","true"
"chef-wear","Ladies Chef Jacket Greta","Karlowsky","KWJF4","59","EUR","0","Black|Navy|White|Dark Grey","#ffffff","#0b1f3a","High-quality fabric ensures exceptional colorfastness and long-lasting wear, even with frequent washing at temperatures up to 95°C","Professional and Elegant Kitchen Wear Upgrade your yacht crew’s galley uniform with the Ladies Chef Jacket Greta , blending durability, style, and functionality. Crafted from a high-quality blend of 65% polyester and 35% cotton with a weight of 215 g/m² , this chef jacket is designed to withstand the demands of a busy culinary environment while offering all-day comfort. Key Features: Durable Fabric: High-quality fabric ensures exceptional colorfastness and long-lasting wear, even with frequent w","woman","","","1","34–50","chef-jacket","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/Yacht_Chef_Uniforms.jpg?v=1767630528","Marina Yacht Wear","https://www.marinayachtwear.com/products/ladies-chef-jacket-greta","true"
"chef-wear","Men's Chef Jacket Gustav","Karlowsky","KWJM15","59","EUR","0","Black|White|Navy|Dark Grey","#ffffff","#0b1f3a","65% polyester, 35% pre-shrunk cotton, 215 g/m² Fastening: Secure row of 5 snap buttons Pocket: Chest pocket with pen compartment Fit: Regular fit with Vienna seams for a tailored look Durability: Colo","Durable and Practical Culinary Uniform Upgrade your yacht crew's galley attire with the Men's Chef Jacket Gustav , crafted for durability, comfort, and professional style. This jacket is designed to withstand the demands of a dynamic kitchen environment while maintaining a polished appearance, making it an essential uniform piece for yacht crew chefs. Premium Fabric Blend Made from 65% high-quality pre-shrunk polyester and 35% cotton , this chef jacket offers a 215 g/m² fabric weight that ensure","man","","","1","44–66","chef-jacket","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/mens-chef-jacket-gustav-527769.jpg?v=1733811984","Marina Yacht Wear","https://www.marinayachtwear.com/products/mens-chef-jacket-gustav","true"
"chef-wear","Unisex Chef Trousers","Premier","PR553_41240_41239","49","EUR","0","Black","#ffffff","#0b1f3a","a high-quality blend of 65% polyester and 35% cotton twill , these trousers provide the perfect balance of durability, comfort, and breathability","Unisex Chef Trousers: Essential for Your Yacht Crew’s Galley Uniform Upgrade your yacht crew’s culinary attire with the Unisex Chef Trousers , meticulously crafted for style, comfort, and practicality. Designed specifically for the dynamic needs of yacht crew members, these trousers offer exceptional performance and a professional appearance, making them a must-have for galley uniforms. Key Features and Benefits Premium Fabric for Durability and Comfort Made from a high-quality blend of 65% poly","woman|man","","","1","XS–4XL","chef-jacket","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/unisex-chef-trousers-338178.jpg?v=1732609920","Marina Yacht Wear","https://www.marinayachtwear.com/products/unisex-chef-trousers","true"
"bottoms","Unisex Short Sleeve Rash Guard","Proact","PA4007_60825_60814","30","EUR","0","White|Blue|Navy|Black","#ffffff","#0b1f3a","","Unisex Short Sleeve Rash Guard: Performance Meets Maritime Style with UPF 40 Protection Elevate your yacht crew’s uniform with the Unisex Short Sleeve Rash Guard , designed specifically for maritime professionals. Combining comfort, functionality, durability, and UPF 40 sun protection , this rash guard is an essential addition to any crew’s wardrobe. Key Features Premium Fabric for Maximum Comfort and Protection Material : Crafted from a high-performance blend of 88% polyester and 12% elastane .","woman|man","","","1","XS–2XL","shorts","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/unisex-short-sleeve-rash-guard-upf-40-225602.jpg?v=1732609926","Marina Yacht Wear","https://www.marinayachtwear.com/products/unisex-short-sleeve-rash-guard","true"
"tops","Men’s Long Sleeve Rash Guard","ONNA","NN270_92689_92680","39","EUR","0","White|Black|Dark Grey","#ffffff","#0b1f3a","","Men’s Long Sleeve Rash Guard Upgrade your yacht crew uniform with the Men’s Long Sleeve Rash Guard , a versatile and eco-friendly garment designed to meet the high-performance demands of life on the water. Crafted for comfort, durability, and sustainability, this baselayer is a must-have for maritime professionals. Men’s Rashguard K ey Features Eco-Friendly Fabric Material : 100% nylon with 50% recycled nylon for an eco-friendly touch . Fabric Weight : Lightweight 170gsm , ensuring comfort and e","man","","","1","S–XXXL","polo","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/mens-rashguard-366828.jpg?v=1732609922","Marina Yacht Wear","https://www.marinayachtwear.com/products/men-s-rashguard","true"
"tops","Men’s Swim Shorts","Kariban","PK761_77178_77170","40","EUR","0","Navy|Red|Black|Dark Grey","#ffffff","#0b1f3a","","Men’s Swim Shorts – Designed for Yacht Crews Introducing our Men’s Swim Shorts , a perfect combination of style, functionality, and comfort, tailored specifically for yacht crew members. Made with 100% polyamide, these swim shorts are durable, lightweight, and quick-drying, making them ideal for active maritime lifestyles. Key Features High-Quality Construction Material : Crafted from 100% polyamide , ensuring lightweight durability and fast drying for all-day comfort. Reinforced Stitching : Rei","man","","","1","XS–4XL","polo","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/swim-short-387403.jpg?v=1732609923","Marina Yacht Wear","https://www.marinayachtwear.com/products/men-s-swim-shorts","true"
"outerwear","Ladies Long Sleeve Softshell Jacket RUSSEL","Toptex","RU140F_20717_14603","90","EUR","0","Blue|Grey|Red|Navy|Black","#ffffff","#0b1f3a","","Softshell Jacket for Yacht Crew Key Features Softshell Jacket Premium Fabric for Maximum Performance Material : Crafted from a high-quality blend of 92% polyester and 8% elastane , providing exceptional flexibility and durability. Weight : At 340 g/m² , this jacket ensures robust protection while remaining lightweight. Lining : Luxuriously lined with 100% polyester microfleece , delivering unmatched warmth and softness. Designed for Maritime Environments 3-Layer Softshell Technology : Breathable","woman","","","1","XS–2XL","jacket","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/ladies-long-sleeve-softshell-jacket-russel-1263689.png?v=1771050317","Marina Yacht Wear","https://www.marinayachtwear.com/products/ladies-long-sleeve-softshell-jacket-russel","true"
"outerwear","Ladies Zip Fleeced Jacket RUSSELL","Russell","RU8700F_21897_21892","39","EUR","0","Grey|Red|Navy|Black","#ffffff","#0b1f3a","","Ladies Zip Fleeced Jacket RUSSELL Stay warm and stylish with the Ladies Zip Fleeced Jacket RUSSELL , a versatile and essential piece for yacht crew uniforms and casual maritime wear. Designed to deliver optimal comfort and durability, this fleeced jacket is perfect for outdoor activities and long days on deck. Key Features Ladies Zip Fleeced Jacket High-Quality Material Fabric : Crafted from 100% polyester with a weight of 320 g/m² , ensuring superior warmth and softness. Anti-Pill Technology : ","woman","","","1","XS–2XL","jacket","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/ladies-zip-fleeced-jacket-russell-549815.jpg?v=1733811983","Marina Yacht Wear","https://www.marinayachtwear.com/products/ladies-zip-fleeced-jacket-russell","true"
"tops","Ladies puffer Vest","Result Core","R193F","49","EUR","0","Black|Navy|Grey|Blue","#ffffff","#0b1f3a","","The Ultimate Blend of Warmth, Style, and Functionality for Yacht Crew Uniforms Elevate your yacht crew’s attire with the Ladies Puffer Vest , a perfect combination of maritime elegance and high-performance features. Tailored for life at sea, this vest ensures your team stays warm, protected, and polished while handling the dynamic demands of yachting. Key Features Superior Fabric and Protection Exterior Material : Crafted from 100% polyester (50D) , this vest is both water-repellent and wind-res","woman","","","1","XS–XL","polo","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/ladies-puffer-vest-776073.jpg?v=1732609825","Marina Yacht Wear","https://www.marinayachtwear.com/products/ladies-puffer-vest","true"
"tops","Ladies lined windbreaker","B&C","BCLWJW","49","EUR","0","White|Navy|Dark Grey|Black|Red","#ffffff","#0b1f3a","durable 100% polyester (210T taffeta) with an acrylic coating, offering excellent windproof and water-repellent capabilities to keep you protected in unpredictable weather","Ladies Lined Windbreaker Introducing the Ladies Lined Windbreaker , an essential outerwear piece tailored for yacht crew members and maritime professionals. Crafted with high-quality materials and thoughtful design, this windbreaker ensures superior protection, maximum comfort, and a polished appearance for life at sea. Key Features Superior Weather Protection Exterior Fabric : Made from durable 100% polyester (210T taffeta) with an acrylic coating, offering excellent windproof and water-repelle","woman","","","1","XS–2XL","polo","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/ladies-lined-windbreaker-406762.jpg?v=1732609786","Marina Yacht Wear","https://www.marinayachtwear.com/products/ladies-lined-windbreaker","true"
"bottoms","Ladies Straight Skirt","PVD","PK5001_75879_75872","70","EUR","0","Black|Navy","#ffffff","#0b1f3a","","Ladies Straight Skirt – Elegance Meets Functionality for Yacht Crew Uniforms Enhance your yacht crew’s professional look with our Ladies Straight Skirt , a timeless piece that combines sophistication, comfort, and practicality. Designed to meet the demands of maritime life, this skirt is an essential addition to any crew uniform, offering both style and durability. Key Features Premium Fabric Blend for All-Day Comfort Material : Crafted from a high-quality blend of 50% polyester, 23% viscose, 22","woman","","","1","34–46","shorts","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/straight-skirt-783155.jpg?v=1732609924","Marina Yacht Wear","https://www.marinayachtwear.com/products/straight-skirt","true"
"shirts","Ladies Long Sleeve Blouse","Kariban","K5003_64073_64066","30","EUR","0","Navy|Black|White","#ffffff","#0b1f3a","100% polyester crepe, this blouse features a lightweight and fluid texture that provides superior comfort and breathability, ideal for life at sea","Elevate Your Yacht Crew Uniform with KARIBAN Enhance your yacht crew’s appearance with the Ladies Long Sleeve Blouse by KARIBAN , a perfect combination of elegance, functionality, and comfort. Designed specifically for maritime professionals, this blouse ensures your crew looks polished and professional, no matter the occasion. Key Features Premium Lightweight Fabric Material : Made from 100% polyester crepe, this blouse features a lightweight and fluid texture that provides superior comfort and","woman","","","1","34–46","shirt","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/ladies-long-sleeve-blouse-228094.jpg?v=1732609782","Marina Yacht Wear","https://www.marinayachtwear.com/products/ladies-long-sleeve-blouse","true"
"bottoms","Ladies Short Sleeve Blouse","Kariban","K5002_64065_64057","28","EUR","0","White|Black","#ffffff","#0b1f3a","","Introducing our Ladies Short Sleeve Blouse-KARIBAN A versatile and stylish addition to your yacht crew uniform. Crafted from 100% polyester , this blouse features a fluid and light crepe material that ensures comfort and breathability throughout your maritime duties. Elegant Design for Professional Settings Designed with a round neckline and delicate gathers at the front, this Ladies Yacht Crew blouse exudes elegance and sophistication. Perfect for professional settings on board, these refined d","woman","","","1","34–46","shorts","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/ladies-short-sleeve-blouse-293300.jpg?v=1732609782","Marina Yacht Wear","https://www.marinayachtwear.com/products/ladies-short-sleeve-blouse","true"
"bottoms","Ladies Suit Pant","Kariban","K731_55070_69581","95","EUR","0","Navy|Dark Grey|Black","#ffffff","#0b1f3a","a high-quality blend of 64% polyester, 34% viscose, and 2% elastane, these pants deliver a soft, stretchy fit for all-day wear","The Perfect Blend of Sophistication and Functionality for Yacht Crews Elevate your yacht crew’s uniform with our Ladies Suit Pant , meticulously designed to combine timeless elegance and practical functionality. Crafted for the unique demands of maritime professionals, these pants ensure a polished appearance and unparalleled comfort throughout the day. Key Features Premium Fabric Blend for Durability and Comfort Material : Made from a high-quality blend of 64% polyester, 34% viscose, and 2% ela","woman","","","1","2XS–4XL","shorts","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/ladies-suit-pant-485957.jpg?v=1732609823","Marina Yacht Wear","https://www.marinayachtwear.com/products/ladies-suit-pant","true"
"bottoms","Ladies Elegance Pant","Marina Yacht Wear","MYW-LEP-BLACK-34","79","EUR","0","Black|Navy|Dark Grey","#ffffff","#0b1f3a","a high-quality blend of 60% cotton , 35% polyester , and 5% spandex , these pants offer exceptional flexibility and comfort","Ladies Elegance Pant – The Ultimate Choice for Yacht Crew Uniforms Elevate your yacht crew’s uniform with the Ladies Elegance Pant , expertly designed to combine performance, style, and practicality. Crafted to meet the unique demands of maritime environments, these pants ensure your crew stays comfortable, professional, and polished, no matter the task. Key Features Premium Fabric for Comfort and Performance Material : Made from a high-quality blend of 60% cotton , 35% polyester , and 5% spande","woman","","","1","34–TBD","shorts","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/Ladies_Elegance_Pant_Black.jpg?v=1759915687","Marina Yacht Wear","https://www.marinayachtwear.com/products/ladies-elegance-pant","true"
"tops","Ladies Evening Suit Blazer","Kariban","K6131_55011_69570","129","EUR","0","Navy|Grey|Black","#ffffff","#0b1f3a","","Timeless Elegance for Yacht Crew Professionals Elevate your yacht crew’s uniform with our Ladies Evening Suit Blazer , a perfect blend of sophistication, comfort, and practicality. Tailored for maritime professionals, this blazer is designed to exude elegance while meeting the functional needs of yacht life. Key Features Premium Fabric Blend for Comfort and Durability Material : Crafted from a high-quality blend of 64% polyester, 34% viscose, and 2% elastane, ensuring a soft yet durable garment.","woman","","","1","32–50","polo","https://cdn.shopify.com/s/files/1/0921/2559/3938/files/Ladies_Yacht_Crew_Evening_Wear.jpg?v=1767627126","Marina Yacht Wear","https://www.marinayachtwear.com/products/ladies-evening-suit-blazer","true"
